locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBNEHJNM_00338	CDS	1311	dgoT			D-galactonate transporter
MBNEHJNM_00339	CDS	561	aroK	2.7.1.71	COG0703	Shikimate kinase
MBNEHJNM_00340	CDS	957	cah	3.1.1.41	COG3458	Cephalosporin-C deacetylase
MBNEHJNM_00341	CDS	786				hypothetical protein
MBNEHJNM_00342	CDS	912	putB	1.5.5.2	COG0506	Proline dehydrogenase 2
MBNEHJNM_00343	CDS	1548	putC	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 2
MBNEHJNM_00344	CDS	1431	putP		COG0591	High-affinity proline transporter PutP
MBNEHJNM_00345	CDS	1236	putR_1			Proline-responsive transcriptional activator PutR
MBNEHJNM_00346	CDS	1011	yumC_1	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
MBNEHJNM_00347	CDS	1440	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
MBNEHJNM_00348	CDS	321	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
MBNEHJNM_00349	CDS	2418	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
MBNEHJNM_00350	CDS	2133	nasC	1.7.99.4	COG0243	Assimilatory nitrate reductase catalytic subunit
MBNEHJNM_00351	CDS	2328	nasB		COG1251	Assimilatory nitrate reductase electron transfer subunit
MBNEHJNM_00352	CDS	1206	nasA			Nitrate transporter
MBNEHJNM_00353	CDS	1203	yciC		COG0523	Putative metal chaperone YciC
MBNEHJNM_00354	CDS	1137	fdhA	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
MBNEHJNM_00355	CDS	435				hypothetical protein
MBNEHJNM_00356	CDS	324				hypothetical protein
MBNEHJNM_00357	CDS	1437	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
MBNEHJNM_00358	CDS	399	nin			DNA-entry nuclease inhibitor
MBNEHJNM_00359	CDS	438	nucB_1	3.-.-.-		Sporulation-specific extracellular nuclease
MBNEHJNM_00360	CDS	558	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
MBNEHJNM_00361	CDS	636	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
MBNEHJNM_00362	CDS	363	hxlR		COG1733	HTH-type transcriptional activator HxlR
MBNEHJNM_00363	CDS	10755	srfAA		COG0318	Surfactin synthase subunit 1
MBNEHJNM_00364	CDS	10761	srfAB			Surfactin synthase subunit 2
MBNEHJNM_00365	CDS	3837	srfAC		COG3319	Surfactin synthase subunit 3
MBNEHJNM_00366	CDS	732	srfAD	3.1.2.-	COG3208	Surfactin synthase thioesterase subunit
MBNEHJNM_00367	CDS	1311		2.6.1.1		Aspartate aminotransferase
MBNEHJNM_00368	CDS	396				hypothetical protein
MBNEHJNM_00369	CDS	147				hypothetical protein
MBNEHJNM_00370	CDS	963				hypothetical protein
MBNEHJNM_00371	CDS	1311	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
MBNEHJNM_00372	CDS	675	sfp	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
MBNEHJNM_00373	CDS	630				hypothetical protein
MBNEHJNM_00374	CDS	744	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
MBNEHJNM_00375	CDS	705	tcyB		COG0765	L-cystine transport system permease protein TcyB
MBNEHJNM_00376	CDS	798	tcyA		COG0834	L-cystine-binding protein TcyA
MBNEHJNM_00377	CDS	873	gltC_1			HTH-type transcriptional regulator GltC
MBNEHJNM_00378	CDS	579	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
MBNEHJNM_00379	CDS	1422	bsdC	4.1.1.-	COG0043	Phenolic acid decarboxylase subunit C
MBNEHJNM_00380	CDS	228	bsdD	4.1.1.-		Phenolic acid decarboxylase subunit D
MBNEHJNM_00381	CDS	462				hypothetical protein
MBNEHJNM_00382	CDS	1479	dtpT		COG3104	Di-/tripeptide transporter
MBNEHJNM_00383	CDS	1746				hypothetical protein
MBNEHJNM_00384	CDS	222				hypothetical protein
MBNEHJNM_00385	CDS	1641	gerBA_1			Spore germination protein B1
MBNEHJNM_00386	CDS	1227	gerBC_1			Spore germination protein B3
MBNEHJNM_00387	CDS	1119	yndE_1			Spore germination protein YndE
MBNEHJNM_00388	CDS	1323	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
MBNEHJNM_00389	CDS	492	ytmI_1	2.3.1.-		putative N-acetyltransferase YtmI
MBNEHJNM_00390	CDS	792	yxeM		COG0834	putative amino-acid-binding protein YxeM
MBNEHJNM_00391	CDS	675	yxeN			putative amino-acid permease protein YxeN
MBNEHJNM_00392	CDS	750	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
MBNEHJNM_00393	CDS	1152	yxeP_2	3.-.-.-	COG1473	putative hydrolase YxeP
MBNEHJNM_00394	CDS	1347				hypothetical protein
MBNEHJNM_00395	CDS	684	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MBNEHJNM_00396	CDS	1437	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MBNEHJNM_00397	CDS	684	srrA_1		COG0745	Transcriptional regulatory protein SrrA
MBNEHJNM_00398	CDS	1431	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
MBNEHJNM_00399	CDS	1149	rapF_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
MBNEHJNM_00400	CDS	120	phrC			Phosphatase RapC inhibitor
MBNEHJNM_00401	CDS	150				hypothetical protein
MBNEHJNM_00402	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
MBNEHJNM_00403	CDS	954	fatD			Ferric-anguibactin transport system permease protein FatD
MBNEHJNM_00404	CDS	948	fatC			Ferric-anguibactin transport system permease protein FatC
MBNEHJNM_00405	CDS	759	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
MBNEHJNM_00406	CDS	945	yclQ		COG4607	putative ABC transporter solute-binding protein YclQ
MBNEHJNM_00407	CDS	1425	emrY			putative multidrug resistance protein EmrY
MBNEHJNM_00408	CDS	876				hypothetical protein
MBNEHJNM_00409	CDS	747	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
MBNEHJNM_00410	CDS	288	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
MBNEHJNM_00411	CDS	315	ziaR			Transcriptional repressor SmtB 
MBNEHJNM_00412	CDS	1410	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
MBNEHJNM_00413	CDS	1308	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
MBNEHJNM_00414	CDS	1389	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
MBNEHJNM_00415	CDS	864	glcU		COG4975	Glucose uptake protein GlcU
MBNEHJNM_00416	CDS	786	gdh	1.1.1.47	COG1028	Glucose 1-dehydrogenase
MBNEHJNM_00417	CDS	612	ycnI		COG4549	putative protein YcnI
MBNEHJNM_00418	CDS	1629	ycnJ		COG1276	Copper transport protein YcnJ
MBNEHJNM_00419	CDS	573	ycnK		COG1349	HTH-type transcriptional repressor YcnK
MBNEHJNM_00420	CDS	342	ycnL			putative protein YcnL
MBNEHJNM_00421	CDS	1434	mtlA			PTS system mannitol-specific EIICB component
MBNEHJNM_00422	CDS	432	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
MBNEHJNM_00423	CDS	1122	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
MBNEHJNM_00424	CDS	396	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MBNEHJNM_00425	CDS	165				hypothetical protein
MBNEHJNM_00426	CDS	750	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
MBNEHJNM_00427	CDS	765				hypothetical protein
MBNEHJNM_00428	CDS	1215	mntH_1			Divalent metal cation transporter MntH
MBNEHJNM_00429	CDS	795		4.2.1.-	COG4336	Putative hydro-lyase
MBNEHJNM_00430	CDS	732	kipI		COG2049	Kinase A inhibitor
MBNEHJNM_00431	CDS	1014	kipA		COG1984	KipI antagonist
MBNEHJNM_00432	CDS	780	kipR		COG1414	HTH-type transcriptional regulator KipR
MBNEHJNM_00433	CDS	642	lipC_1	3.-.-.-	COG2755	Spore germination lipase LipC
MBNEHJNM_00434	CDS	246				hypothetical protein
MBNEHJNM_00435	CDS	321				hypothetical protein
MBNEHJNM_00436	CDS	2004	pbp		COG0768	Beta-lactam-inducible penicillin-binding protein
MBNEHJNM_00437	CDS	903	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
MBNEHJNM_00438	CDS	2085	mtlR			Transcriptional regulator MtlR
MBNEHJNM_00439	CDS	1515	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MBNEHJNM_00440	CDS	861	ydaD_1	1.-.-.-		General stress protein 39
MBNEHJNM_00441	CDS	504	ydaE	5.3.1.-	COG3822	putative D-lyxose ketol-isomerase
MBNEHJNM_00442	CDS	624	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
MBNEHJNM_00443	CDS	423	ydaG		COG3871	General stress protein 26
MBNEHJNM_00444	CDS	810	amj			Lipid II flippase Amj
MBNEHJNM_00445	CDS	291				hypothetical protein
MBNEHJNM_00446	CDS	435	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
MBNEHJNM_00447	CDS	2211	topB	5.99.1.2	COG0550	DNA topoisomerase 3
MBNEHJNM_00448	CDS	1086				hypothetical protein
MBNEHJNM_00449	CDS	849	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
MBNEHJNM_00450	CDS	1728				hypothetical protein
MBNEHJNM_00451	CDS	1263	icaA	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
MBNEHJNM_00452	CDS	2115				hypothetical protein
MBNEHJNM_00453	CDS	1821				hypothetical protein
MBNEHJNM_00454	CDS	447	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
MBNEHJNM_00455	CDS	1722	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
MBNEHJNM_00456	CDS	423				hypothetical protein
MBNEHJNM_00457	CDS	213	gerPF_1			putative spore germination protein GerPF
MBNEHJNM_00458	CDS	294				hypothetical protein
MBNEHJNM_00459	CDS	1134	rapH	3.1.-.-		Response regulator aspartate phosphatase H
MBNEHJNM_00460	CDS	135				hypothetical protein
MBNEHJNM_00461	CDS	231				hypothetical protein
MBNEHJNM_00462	CDS	180				hypothetical protein
MBNEHJNM_00463	CDS	558				hypothetical protein
MBNEHJNM_00464	CDS	579				hypothetical protein
MBNEHJNM_00465	CDS	267				hypothetical protein
MBNEHJNM_00466	CDS	1275	mntH_2		COG1914	Divalent metal cation transporter MntH
MBNEHJNM_00467	CDS	354				hypothetical protein
MBNEHJNM_00468	CDS	225				hypothetical protein
MBNEHJNM_00469	CDS	408				hypothetical protein
MBNEHJNM_00470	CDS	366	emrE		COG2076	Multidrug transporter EmrE
MBNEHJNM_00471	CDS	807				hypothetical protein
MBNEHJNM_00472	CDS	372	gsiB		COG3729	Glucose starvation-inducible protein B
MBNEHJNM_00473	CDS	360				hypothetical protein
MBNEHJNM_00474	CDS	360				hypothetical protein
MBNEHJNM_00475	CDS	822	ydbD_1	1.11.1.6	COG3546	putative manganese catalase
MBNEHJNM_00476	CDS	1053	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
MBNEHJNM_00477	CDS	1623	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
MBNEHJNM_00478	CDS	672	dcuR_1		COG4565	Transcriptional regulatory protein DcuR
MBNEHJNM_00479	CDS	1257	dctA		COG1301	C4-dicarboxylate transport protein
MBNEHJNM_00480	CDS	1050				hypothetical protein
MBNEHJNM_00481	CDS	927	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
MBNEHJNM_00482	CDS	768				hypothetical protein
MBNEHJNM_00483	CDS	336				hypothetical protein
MBNEHJNM_00484	CDS	1107	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
MBNEHJNM_00485	CDS	147				hypothetical protein
MBNEHJNM_00486	CDS	180				hypothetical protein
MBNEHJNM_00487	CDS	387	fieF_1			Ferrous-iron efflux pump FieF
MBNEHJNM_00488	CDS	507			COG0053	putative cation efflux system protein
MBNEHJNM_00489	CDS	318	ydbP		COG0526	Thioredoxin-like protein YdbP
MBNEHJNM_00490	CDS	1086	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
MBNEHJNM_00491	CDS	1371	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MBNEHJNM_00492	CDS	1485	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
MBNEHJNM_00493	CDS	483				hypothetical protein
MBNEHJNM_00494	CDS	1464				hypothetical protein
MBNEHJNM_00495	CDS	600	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
MBNEHJNM_00496	CDS	366	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
MBNEHJNM_00497	CDS	1008	ydcC		COG2834	Sporulation protein YdcC
MBNEHJNM_00498	CDS	1170	alr	5.1.1.1		Alanine racemase
MBNEHJNM_00499	CDS	282	ndoAI		COG0864	Antitoxin EndoAI
MBNEHJNM_00500	CDS	351	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
MBNEHJNM_00501	CDS	822	rsbRA		COG1366	RsbT co-antagonist protein RsbRA
MBNEHJNM_00502	CDS	366	rsbS		COG1366	RsbT antagonist protein RsbS
MBNEHJNM_00503	CDS	402	rsbT	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
MBNEHJNM_00504	CDS	1008	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
MBNEHJNM_00505	CDS	330	rsbV		COG1366	Anti-sigma-B factor antagonist
MBNEHJNM_00506	CDS	483	rsbW	2.7.11.1	COG2172	Serine-protein kinase RsbW
MBNEHJNM_00507	CDS	789	sigB		COG1191	RNA polymerase sigma-B factor
MBNEHJNM_00508	CDS	603	rsbX	3.1.3.3		Phosphoserine phosphatase RsbX
MBNEHJNM_00509	CDS	2160	yhgF		COG2183	Protein YhgF
MBNEHJNM_00510	CDS	114				hypothetical protein
MBNEHJNM_00511	CDS	333				Protein SprT-like protein
MBNEHJNM_00512	tRNA	75				tRNA-Asn(gtt)
MBNEHJNM_00513	tRNA	91				tRNA-Ser(gct)
MBNEHJNM_00514	tRNA	75				tRNA-Glu(ttc)
MBNEHJNM_00515	tRNA	75				tRNA-Gln(ttg)
MBNEHJNM_00516	tRNA	76				tRNA-Lys(ttt)
MBNEHJNM_00517	tRNA	83				tRNA-Leu(tag)
MBNEHJNM_00518	tRNA	84				tRNA-Leu(gag)
MBNEHJNM_00519	CDS	525	ywrO_1	1.6.99.-	COG2249	General stress protein 14
MBNEHJNM_00520	CDS	414	dnrD	5.5.1.23		Aklanonic acid methyl ester cyclase DnrD
MBNEHJNM_00521	CDS	762				hypothetical protein
MBNEHJNM_00522	CDS	411	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
MBNEHJNM_00523	CDS	813		3.1.1.2		Arylesterase
MBNEHJNM_00524	CDS	1404	proP			Proline/betaine transporter
MBNEHJNM_00525	CDS	315	ohrR_1			Organic hydroperoxide resistance transcriptional regulator
MBNEHJNM_00526	CDS	483				hypothetical protein
MBNEHJNM_00527	CDS	426				hypothetical protein
MBNEHJNM_00528	CDS	348	yjbR		COG2315	putative protein YjbR
MBNEHJNM_00529	CDS	444	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
MBNEHJNM_00530	CDS	639				hypothetical protein
MBNEHJNM_00531	CDS	576	comR			HTH-type transcriptional repressor ComR
MBNEHJNM_00532	CDS	750	isfD	1.1.1.313	COG4221	Sulfoacetaldehyde reductase
MBNEHJNM_00533	CDS	1002				Zinc-type alcohol dehydrogenase-like protein
MBNEHJNM_00534	CDS	975	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
MBNEHJNM_00535	CDS	336	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
MBNEHJNM_00536	CDS	1029	des_1	1.14.19.-	COG3239	Fatty acid desaturase
MBNEHJNM_00537	CDS	204	cspC		COG1278	Cold shock protein CspC
MBNEHJNM_00538	CDS	462	carD		COG1329	RNA polymerase-binding transcription factor CarD
MBNEHJNM_00539	CDS	261	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
MBNEHJNM_00540	CDS	483	dsrE2		COG2210	Sulfur carrier protein DsrE2
MBNEHJNM_00541	CDS	369		2.8.1.-	COG0607	Sulfurtransferase
MBNEHJNM_00542	CDS	567	tusA_1		COG0425	Sulfur carrier protein TusA
MBNEHJNM_00543	CDS	1128	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
MBNEHJNM_00544	CDS	228	tusA_2		COG0425	Sulfur carrier protein TusA
MBNEHJNM_00545	CDS	777				hypothetical protein
MBNEHJNM_00546	CDS	681	racX	5.1.1.-	COG1794	putative amino-acid racemase
MBNEHJNM_00547	CDS	570				hypothetical protein
MBNEHJNM_00548	CDS	318				hypothetical protein
MBNEHJNM_00549	CDS	906	ysnE_1	2.3.1.-		putative N-acetyltransferase YsnE
MBNEHJNM_00550	CDS	1293	oxlT			Oxalate:formate antiporter
MBNEHJNM_00551	CDS	966	cotR	3.1.1.-	COG3621	Putative sporulation hydrolase CotR
MBNEHJNM_00552	CDS	477	yjoA_1		COG2318	putative protein YjoA
MBNEHJNM_00553	CDS	363	nbaC	1.13.11.6		3-hydroxyanthranilate 3,4-dioxygenase
MBNEHJNM_00554	CDS	186				hypothetical protein
MBNEHJNM_00555	CDS	321				hypothetical protein
MBNEHJNM_00556	CDS	1347	yvdP_1	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
MBNEHJNM_00557	CDS	432				hypothetical protein
MBNEHJNM_00558	CDS	942	czcD_2		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
MBNEHJNM_00559	CDS	1038	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
MBNEHJNM_00560	CDS	633				hypothetical protein
MBNEHJNM_00561	CDS	534				hypothetical protein
MBNEHJNM_00562	CDS	147				hypothetical protein
MBNEHJNM_00563	CDS	480				hypothetical protein
MBNEHJNM_00564	CDS	945	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MBNEHJNM_00565	CDS	318				hypothetical protein
MBNEHJNM_00566	CDS	1050	cfr	2.1.1.224		Ribosomal RNA large subunit methyltransferase Cfr
MBNEHJNM_00567	CDS	381				hypothetical protein
MBNEHJNM_00568	CDS	465				hypothetical protein
MBNEHJNM_00569	CDS	1011	thyA	2.1.1.45	COG0207	Thymidylate synthase
MBNEHJNM_00570	CDS	759	ind7	2.1.1.328		N-demethylindolmycin N-methyltransferase
MBNEHJNM_00571	CDS	819	thiD_1	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
MBNEHJNM_00572	CDS	1236		3.1.3.21	COG0647	D,L-glycerol 3-phosphate phosphatase
MBNEHJNM_00573	CDS	963				hypothetical protein
MBNEHJNM_00574	CDS	1050	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
MBNEHJNM_00575	CDS	405	adhR		COG0789	HTH-type transcriptional regulator AdhR
MBNEHJNM_00576	CDS	1290	nhaC_1		COG1757	Na(+)/H(+) antiporter NhaC
MBNEHJNM_00577	CDS	1383	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
MBNEHJNM_00578	CDS	621	paiB		COG2808	Protease synthase and sporulation protein PAI 2
MBNEHJNM_00579	CDS	363				hypothetical protein
MBNEHJNM_00580	CDS	609	rsmA_2	2.1.1.-		Ribosomal RNA small subunit methyltransferase A
MBNEHJNM_00581	CDS	687	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MBNEHJNM_00582	CDS	1074	walK_1	2.7.13.3		Sensor protein kinase WalK
MBNEHJNM_00583	CDS	630				hypothetical protein
MBNEHJNM_00584	CDS	1191				putative transporter
MBNEHJNM_00585	CDS	579				putative HTH-type transcriptional regulator
MBNEHJNM_00586	CDS	885				hypothetical protein
MBNEHJNM_00587	CDS	1389	gabR_4		COG1167	HTH-type transcriptional regulatory protein GabR
MBNEHJNM_00588	CDS	300	cotF_1		COG5577	Spore coat protein F
MBNEHJNM_00589	CDS	198				hypothetical protein
MBNEHJNM_00590	CDS	1137		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
MBNEHJNM_00591	CDS	369	cotF_2		COG5577	Spore coat protein F
MBNEHJNM_00592	CDS	246				hypothetical protein
MBNEHJNM_00593	CDS	1278	liaS_2	2.7.13.3	COG4585	Sensor histidine kinase LiaS
MBNEHJNM_00594	CDS	636	vraR		COG2197	Response regulator protein VraR
MBNEHJNM_00595	CDS	2154	ydfJ		COG2409	Membrane protein YdfJ
MBNEHJNM_00596	CDS	852		2.4.2.-	COG2071	Putative glutamine amidotransferase
MBNEHJNM_00597	CDS	1629	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
MBNEHJNM_00598	CDS	528	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
MBNEHJNM_00599	CDS	858				hypothetical protein
MBNEHJNM_00600	CDS	1110	gldA	1.1.1.6		Glycerol dehydrogenase
MBNEHJNM_00601	CDS	1212	bcr_1			Bicyclomycin resistance protein
MBNEHJNM_00602	CDS	1236	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
MBNEHJNM_00603	CDS	840				hypothetical protein
MBNEHJNM_00604	CDS	744				hypothetical protein
MBNEHJNM_00605	CDS	459	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
MBNEHJNM_00606	CDS	822	tipA			HTH-type transcriptional activator TipA
MBNEHJNM_00607	CDS	873	yijE			putative cystine transporter YijE
MBNEHJNM_00608	CDS	618				hypothetical protein
MBNEHJNM_00609	CDS	783	ycgJ	2.1.1.-		putative methyltransferase YcgJ
MBNEHJNM_00610	CDS	849	dmlA_1	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
MBNEHJNM_00611	CDS	186	dmlA_2	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
MBNEHJNM_00612	CDS	687	rspR_1		COG1802	HTH-type transcriptional repressor RspR
MBNEHJNM_00613	CDS	1194	tylCV	2.4.1.318		Demethyllactenocin mycarosyltransferase
MBNEHJNM_00614	CDS	255				hypothetical protein
MBNEHJNM_00615	CDS	270				hypothetical protein
MBNEHJNM_00616	CDS	1359	pbpE		COG1680	Penicillin-binding protein 4*
MBNEHJNM_00617	CDS	174				hypothetical protein
MBNEHJNM_00618	CDS	654	ydhK			putative protein YdhK
MBNEHJNM_00619	CDS	1161	pbuE_1		COG2814	Purine efflux pump PbuE
MBNEHJNM_00620	CDS	717	gmuR		COG2188	HTH-type transcriptional regulator GmuR
MBNEHJNM_00621	CDS	687	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
MBNEHJNM_00622	CDS	1215	yycB		COG2807	putative transporter YycB
MBNEHJNM_00623	CDS	315	sugE_1			Quaternary ammonium compound-resistance protein SugE
MBNEHJNM_00624	CDS	330	sugE_2			Quaternary ammonium compound-resistance protein SugE
MBNEHJNM_00625	CDS	582	yvdT			putative HTH-type transcriptional regulator YvdT
MBNEHJNM_00626	CDS	1563	yveA_2		COG0531	Aspartate-proton symporter
MBNEHJNM_00627	CDS	855	ydbD_2	1.11.1.6	COG3546	putative manganese catalase
MBNEHJNM_00628	CDS	468	yndB		COG3832	putative protein YndB
MBNEHJNM_00629	CDS	1002	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
MBNEHJNM_00630	CDS	1419	iolT_1			Major myo-inositol transporter IolT
MBNEHJNM_00631	tRNA	77				tRNA-Arg(acg)
MBNEHJNM_00632	tRNA	74				tRNA-Gly(tcc)
MBNEHJNM_00633	rRNA	1547				16S ribosomal RNA
MBNEHJNM_00634	rRNA	2926				23S ribosomal RNA
MBNEHJNM_00635	rRNA	111				5S ribosomal RNA
MBNEHJNM_00636	tRNA	77				tRNA-Met(cat)
MBNEHJNM_00637	tRNA	77				tRNA-Asp(gtc)
MBNEHJNM_00638	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
MBNEHJNM_00639	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MBNEHJNM_00640	CDS	690	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MBNEHJNM_00641	CDS	456	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
MBNEHJNM_00642	CDS	1041	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MBNEHJNM_00643	CDS	1929	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
MBNEHJNM_00644	CDS	513	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
MBNEHJNM_00645	CDS	648	rex		COG2344	Redox-sensing transcriptional repressor Rex
MBNEHJNM_00646	CDS	171	tatAy			Sec-independent protein translocase protein TatAy
MBNEHJNM_00647	CDS	750	tatC2		COG0805	Sec-independent protein translocase protein TatCy
MBNEHJNM_00648	CDS	192				hypothetical protein
MBNEHJNM_00649	CDS	735				hypothetical protein
MBNEHJNM_00650	CDS	285	groS		COG0234	10 kDa chaperonin
MBNEHJNM_00651	CDS	1635	groL		COG0459	60 kDa chaperonin
MBNEHJNM_00652	CDS	2286	fadG_2		COG3409	putative protein FadG
MBNEHJNM_00653	CDS	600				hypothetical protein
MBNEHJNM_00654	CDS	150				hypothetical protein
MBNEHJNM_00655	CDS	390				hypothetical protein
MBNEHJNM_00656	CDS	2478				hypothetical protein
MBNEHJNM_00657	CDS	1062	gutB_2	1.1.1.14	COG1063	Sorbitol dehydrogenase
MBNEHJNM_00658	CDS	1377	xylP_1			Isoprimeverose transporter
MBNEHJNM_00659	CDS	963	scrK	2.7.1.4	COG0524	Fructokinase
MBNEHJNM_00660	CDS	318				hypothetical protein
MBNEHJNM_00661	CDS	687	ydjF		COG1842	Phage shock protein A 
MBNEHJNM_00662	CDS	1026	priA_1	3.6.4.-		primosomal protein N'
MBNEHJNM_00663	CDS	762				hypothetical protein
MBNEHJNM_00664	CDS	1005				hypothetical protein
MBNEHJNM_00665	CDS	1932	oatA	2.3.1.-		O-acetyltransferase OatA
MBNEHJNM_00666	CDS	861	rsiV			Anti-sigma-V factor RsiV
MBNEHJNM_00667	CDS	498	sigV_1		COG1595	RNA polymerase sigma factor SigV
MBNEHJNM_00668	CDS	1041	gutB_3	1.1.1.14	COG1063	Sorbitol dehydrogenase
MBNEHJNM_00669	CDS	369	ydjM_1			putative protein YdjM
MBNEHJNM_00670	CDS	1047	tolB			Protein TolB
MBNEHJNM_00671	CDS	159				hypothetical protein
MBNEHJNM_00672	CDS	210				hypothetical protein
MBNEHJNM_00673	CDS	1539	cotA		COG2132	Spore coat protein A
MBNEHJNM_00674	CDS	1386	gabP		COG1113	GABA permease
MBNEHJNM_00675	CDS	873	fieF_2		COG0053	Ferrous-iron efflux pump FieF
MBNEHJNM_00676	CDS	963				hypothetical protein
MBNEHJNM_00677	CDS	1185				hypothetical protein
